node_type,post_id,comment_id,source,text_orig,node_name
0,post025,,0,VPN connected but slow internet,wifi_connectivity_troubleshooting_kit
0,post025,,0,VPN connected but slow internet,wifi_connectivity_troubleshooting_kit
0,post025,,1,"When connected to VPN, my internet speed drops significantly.",wifi_connectivity_troubleshooting_kit
0,post025,,1,"When connected to VPN, my internet speed drops significantly.",wifi_connectivity_troubleshooting_kit
0,post027,,0,Can't access online exams portal from dorm Wi-Fi,wifi_connectivity_troubleshooting_kit
0,post027,,0,Can't access online exams portal from dorm Wi-Fi,wifi_connectivity_troubleshooting_kit
0,post027,,0,Can't access online exams portal from dorm Wi-Fi,wifi_connectivity_troubleshooting_kit
1,post027,,0,Can't access online exams portal from dorm Wi-Fi,online_exam_portal_entryway
0,post028,,0,Slow Wi-Fi after adding new smart devices,wifi_connectivity_troubleshooting_kit
1,post028,,0,Slow Wi-Fi after adding new smart devices,smartadd_wifi_gadgets
0,post029,,0,Can’t connect to VPN from coffee shop Wi-Fi,wifi_connectivity_troubleshooting_kit
1,post029,,0,Can’t connect to VPN from coffee shop Wi-Fi,coffee_net_connect
0,post029,,1,"Public Wi-Fi blocks VPN connections, any workarounds?",wifi_connectivity_troubleshooting_kit
1,post029,,1,"Public Wi-Fi blocks VPN connections, any workarounds?",vpn_connectivity_issues_cluster
2,post029,,1,"Public Wi-Fi blocks VPN connections, any workarounds?",securenet_blocker
0,post037,,0,Ethernet shows connected but no internet access,wifi_connectivity_troubleshooting_kit
0,post037,,0,Ethernet shows connected but no internet access,wifi_connectivity_troubleshooting_kit
0,post037,,0,Ethernet shows connected but no internet access,wifi_connectivity_troubleshooting_kit
0,post037,,1,"Windows says I'm connected via Ethernet, but there's no internet. Wi-Fi works fine on the same network. Tried disabling/enabling the adapter — no luck.",wifi_connectivity_troubleshooting_kit
2,post037,,1,"Windows says I'm connected via Ethernet, but there's no internet. Wi-Fi works fine on the same network. Tried disabling/enabling the adapter — no luck.",wireless_driver_management
0,post038,,0,Ping spikes every 30 seconds on Windows 11,wifi_connectivity_troubleshooting_kit
0,post039,,0,VPN disconnects Wi-Fi access to everything else,wifi_connectivity_troubleshooting_kit
1,post039,,0,VPN disconnects Wi-Fi access to everything else,vpn_connectivity_issues_cluster
2,post039,,0,VPN disconnects Wi-Fi access to everything else,wifi_protocol_disconnection
0,post039,,1,"As soon as I connect to my company’s VPN, I lose access to all other internet — can’t browse, use Teams, etc.",wifi_connectivity_troubleshooting_kit
1,post039,,1,"As soon as I connect to my company’s VPN, I lose access to all other internet — can’t browse, use Teams, etc.",vpn_connectivity_issues_cluster
0,post040,,0,Upload speeds fine in browser but OBS keeps disconnecting,wifi_connectivity_troubleshooting_kit
0,post040,,0,Upload speeds fine in browser but OBS keeps disconnecting,speedy_browser_disconnect_fix
0,post043,,1,"Even when I disable the proxy in Windows settings, it re-enables itself after a restart. Super annoying.",windows_proxy_restart_fix
1,post043,,1,"Even when I disable the proxy in Windows settings, it re-enables itself after a restart. Super annoying.",proxy_disabler
2,post043,,1,"Even when I disable the proxy in Windows settings, it re-enables itself after a restart. Super annoying.",superrestart_enabler
0,post044,,1,"Windows connects to the school Wi-Fi but always says 'No Internet, secured'. Other students don’t have this issue.",wifi_connectivity_troubleshooting_kit
0,post044,,1,"Windows connects to the school Wi-Fi but always says 'No Internet, secured'. Other students don’t have this issue.",wifi_connectivity_troubleshooting_kit
0,post045,,1,Drive for Desktop says 'No connection' but I can use the web version fine. This started after a Windows update.,windows_update_device_connection
0,post045,,1,Drive for Desktop says 'No connection' but I can use the web version fine. This started after a Windows update.,desktop_connection_device
0,post046,,1,"After waking from sleep, my Wi-Fi adapter is just gone from Device Manager. Only a restart brings it back.",wifi_connectivity_troubleshooting_kit
2,post046,,1,"After waking from sleep, my Wi-Fi adapter is just gone from Device Manager. Only a restart brings it back.",wifi_adapter_manager
0,post047,,0,Hotel Wi-Fi connects but no browsing possible,wifi_connectivity_troubleshooting_kit
1,post047,,0,Hotel Wi-Fi connects but no browsing possible,wifi_connection_assistance
0,post047,,1,"My laptop connects to the hotel Wi-Fi network, but I can't load any websites or use apps that require internet. Other guests say their devices work fine.",wifi_connectivity_troubleshooting_kit
1,post047,,1,"My laptop connects to the hotel Wi-Fi network, but I can't load any websites or use apps that require internet. Other guests say their devices work fine.",wifi_connection_assistance
2,post047,,1,"My laptop connects to the hotel Wi-Fi network, but I can't load any websites or use apps that require internet. Other guests say their devices work fine.",connectify
0,post048,,0,VPN connection established but internal resources unreachable,wifi_connectivity_troubleshooting_kit
0,post048,,0,VPN connection established but internal resources unreachable,wifi_connectivity_troubleshooting_kit
0,post049,,1,"When I move from my living room to the bedroom, the Wi-Fi signal drops dramatically or disconnects completely.",wifi_connectivity_troubleshooting_kit
0,post049,,1,"When I move from my living room to the bedroom, the Wi-Fi signal drops dramatically or disconnects completely.",wifi_connectivity_troubleshooting_kit
0,post050,,0,Certain websites won’t load even though ping is good,wifi_connectivity_troubleshooting_kit
1,post050,,0,Certain websites won’t load even though ping is good,sitecheck_pro
0,post051,,1,My PC is connected to Wi-Fi but can’t access the internet. Other devices on the same network are fine.,wifi_connectivity_troubleshooting_kit
0,post051,,1,My PC is connected to Wi-Fi but can’t access the internet. Other devices on the same network are fine.,wifi_connectivity_troubleshooting_kit
1,post051,,1,My PC is connected to Wi-Fi but can’t access the internet. Other devices on the same network are fine.,wifi_connection_assistance
0,post052,,1,"While on Zoom calls, my VPN connection drops after about 10 minutes, causing interruptions.",wifi_connectivity_troubleshooting_kit
1,post052,,1,"While on Zoom calls, my VPN connection drops after about 10 minutes, causing interruptions.",vpn_connection_stability_analysis
0,post053,,0,Laptop internet slow but phones are fine,wifi_connectivity_troubleshooting_kit
0,post053,,0,Laptop internet slow but phones are fine,wifi_connectivity_troubleshooting_kit
0,post053,,1,My laptop's internet speed is very slow compared to my phone on the same Wi-Fi network.,wifi_connectivity_troubleshooting_kit
0,post056,,1,"My laptop shows a strong Wi-Fi signal, but large files hang or fail to download.",wifi_connectivity_troubleshooting_kit
0,post056,,1,"My laptop shows a strong Wi-Fi signal, but large files hang or fail to download.",wifi_connectivity_troubleshooting_kit
0,post057,,0,Hotel Wi-Fi requires login but login page won’t load,wifi_connectivity_troubleshooting_kit
1,post057,,0,Hotel Wi-Fi requires login but login page won’t load,wifi_login_portal
0,post057,,1,"I connect to the hotel Wi-Fi, but the captive portal login page never appears, so I can’t get online.",wifi_connectivity_troubleshooting_kit
1,post057,,1,"I connect to the hotel Wi-Fi, but the captive portal login page never appears, so I can’t get online.",wifi_connection_assistance
2,post057,,1,"I connect to the hotel Wi-Fi, but the captive portal login page never appears, so I can’t get online.",wireless_driver_management
0,post058,,0,VPN connects but slow internet speeds,wifi_connectivity_troubleshooting_kit
0,post058,,0,VPN connects but slow internet speeds,wifi_connectivity_troubleshooting_kit
0,post058,,1,"My VPN connects successfully, but my internet speed drops to almost unusable levels.",wifi_connectivity_troubleshooting_kit
0,post058,,1,"My VPN connects successfully, but my internet speed drops to almost unusable levels.",wifi_connectivity_troubleshooting_kit
0,post059,,0,High ping spikes despite stable Wi-Fi,wifi_connectivity_troubleshooting_kit
0,post059,,1,"My Wi-Fi signal is stable and strong, but my ping in online games randomly spikes every few minutes.",wifi_connectivity_troubleshooting_kit
0,post059,,1,"My Wi-Fi signal is stable and strong, but my ping in online games randomly spikes every few minutes.",wifi_connectivity_troubleshooting_kit
0,post062,,0,Can’t access company intranet over VPN,wifi_connectivity_troubleshooting_kit
1,post062,,0,Can’t access company intranet over VPN,vpn_connectivity_issues_cluster
0,post062,,1,"VPN connects fine, but I can’t reach our company intranet or internal websites.",wifi_connectivity_troubleshooting_kit
0,post064,,0,Hotel Wi-Fi limits device connections,wifi_connectivity_troubleshooting_kit
0,post065,,0,VPN slows down file transfers drastically,wifi_connectivity_troubleshooting_kit
0,post067,,0,Hotel Wi-Fi asks for payment after free trial,wifi_connectivity_troubleshooting_kit
1,post067,,0,Hotel Wi-Fi asks for payment after free trial,wifi_payment_inquiry
2,post067,,0,Hotel Wi-Fi asks for payment after free trial,free_trial_payment_assistance
0,post068,,0,VPN connected but games show location mismatch,game_location_protocol_mismatch
1,post068,,0,VPN connected but games show location mismatch,protocol_location_mismatch
0,post069,,1,"Some of my devices have fast Wi-Fi, but others are slow or keep buffering even near the router.",wifi_connectivity_troubleshooting_kit
0,post069,,1,"Some of my devices have fast Wi-Fi, but others are slow or keep buffering even near the router.",wifi_connectivity_troubleshooting_kit
0,post071,,0,Buffering issues despite strong Wi-Fi signal,wifi_connectivity_troubleshooting_kit
0,post071,,0,Buffering issues despite strong Wi-Fi signal,wifi_connectivity_troubleshooting_kit
0,post072,,0,VPN connects but company resources inaccessible,wifi_connectivity_troubleshooting_kit
1,post072,,0,VPN connects but company resources inaccessible,vpn_connectivity_issues_cluster
0,post073,,0,Games lag despite low ping on VPN,wifi_connectivity_troubleshooting_kit
0,post073,,1,"I use VPN and get low ping, but gameplay is still laggy and input delays happen.",wifi_connectivity_troubleshooting_kit
0,post073,,1,"I use VPN and get low ping, but gameplay is still laggy and input delays happen.",wifi_connectivity_troubleshooting_kit
0,post074,,0,Hotel Wi-Fi disconnects after a few minutes,wifi_connectivity_troubleshooting_kit
1,post074,,0,Hotel Wi-Fi disconnects after a few minutes,wifi_connection_assistance
0,post075,,0,VPN slows down internet despite fast local Wi-Fi,wifi_connectivity_troubleshooting_kit
0,post075,,0,VPN slows down internet despite fast local Wi-Fi,wifi_connectivity_troubleshooting_kit
0,post075,,1,"My local Wi-Fi speed is good, but when I connect to VPN, internet speed drops significantly.",wifi_connectivity_troubleshooting_kit
0,post077,,0,VPN connected but geo-blocked content still unavailable,geo_block_connect
1,post077,,0,VPN connected but geo-blocked content still unavailable,geoconnect_protocol
0,post077,,1,"Even with VPN active, I can’t access some geo-restricted games or videos.",geo_game_vpn
1,post077,,1,"Even with VPN active, I can’t access some geo-restricted games or videos.",vpn_connectivity_issues_cluster
2,post077,,1,"Even with VPN active, I can’t access some geo-restricted games or videos.",geoaccess_protocol
0,post078,,0,Wi-Fi signal strong but pages load slowly,wifi_connectivity_troubleshooting_kit
0,post078,,0,Wi-Fi signal strong but pages load slowly,wifi_connectivity_troubleshooting_kit
0,post079,,0,Hotel Wi-Fi requires login every time I reconnect,wifi_connectivity_troubleshooting_kit
0,post079,,1,"Every time I leave and come back to the hotel Wi-Fi, it asks me to log in again, which is annoying.",wifi_connectivity_troubleshooting_kit
0,post080,,1,My VPN is slow and keeps disconnecting during peak hours at work.,wifi_connectivity_troubleshooting_kit
0,post081,,0,VPN connected but streaming videos buffer frequently,stream_buffer_connectivity_protocol
0,post081,,1,"Even though my VPN shows connected, streaming services keep buffering or lower quality automatically.",stream_buffer_connectivity_protocol
2,post081,,1,"Even though my VPN shows connected, streaming services keep buffering or lower quality automatically.",basic_stream
0,post082,,1,VPN says connected but I can’t open internal emails or shared drives at all.,wifi_connectivity_troubleshooting_kit
1,post082,,1,VPN says connected but I can’t open internal emails or shared drives at all.,internal_connect_protocol
0,post083,,1,My phone shows strong Wi-Fi bars but loading apps and webpages is slow and laggy.,wifi_connectivity_troubleshooting_kit
0,post083,,1,My phone shows strong Wi-Fi bars but loading apps and webpages is slow and laggy.,wifi_connectivity_troubleshooting_kit
0,post084,,1,"My VPN drops out multiple times during the day, interrupting my work.",wifi_connectivity_troubleshooting_kit
0,post084,,1,"My VPN drops out multiple times during the day, interrupting my work.",wifi_connectivity_troubleshooting_kit
0,post086,,1,"My laptop loses Wi-Fi connection whenever it sleeps, causing dropouts in downloads.",wifi_connectivity_troubleshooting_kit
1,post086,,1,"My laptop loses Wi-Fi connection whenever it sleeps, causing dropouts in downloads.",connection_dropout_detector
0,post088,,0,VPN slows down during afternoon work hours,wifi_connectivity_troubleshooting_kit
0,post089,,0,Websites slow despite full Wi-Fi bars,wifi_connectivity_troubleshooting_kit
0,post089,,0,Websites slow despite full Wi-Fi bars,wifi_connectivity_troubleshooting_kit
0,post089,,0,Websites slow despite full Wi-Fi bars,wifi_connectivity_troubleshooting_kit
0,post090,,0,VPN connected but geo-restricted content still blocked,wifi_connectivity_troubleshooting_kit
2,post090,,0,VPN connected but geo-restricted content still blocked,geoconnect_vpn_protocol
0,post098,,0,Network driver update causes frequent disconnections,wifi_connectivity_troubleshooting_kit
1,post098,,0,Network driver update causes frequent disconnections,network_driver_update_cluster
0,post098,,1,"Since updating my Ethernet driver, my connection drops every few minutes.",wifi_connectivity_troubleshooting_kit
2,post098,,1,"Since updating my Ethernet driver, my connection drops every few minutes.",wireless_driver_management
0,post099,,0,Wi-Fi driver update causes slow upload speeds,wifi_connectivity_troubleshooting_kit
1,post099,,0,Wi-Fi driver update causes slow upload speeds,network_driver_update_cluster
0,post099,,1,"After updating my wireless driver, my upload speeds dropped significantly.",wireless_speed_boost_update
2,post099,,1,"After updating my wireless driver, my upload speeds dropped significantly.",wireless_driver_management
0,post100,,0,"After network driver update, ping spikes in games",wifi_connectivity_troubleshooting_kit
1,post100,,0,"After network driver update, ping spikes in games",network_driver_update_cluster
2,post100,,0,"After network driver update, ping spikes in games",ping_spike_tool
0,post101,,0,Network driver update causes video buffering issues,stream_buffer_connectivity_protocol
1,post101,,0,Network driver update causes video buffering issues,network_driver_update_cluster
0,post101,,1,Video streams keep buffering after I installed the latest Wi-Fi driver.,stream_buffer_connectivity_protocol
2,post101,,1,Video streams keep buffering after I installed the latest Wi-Fi driver.,wireless_driver_management
0,post102,,0,Network driver update disables VPN connections,wifi_connectivity_troubleshooting_kit
2,post102,,0,Network driver update disables VPN connections,wireless_driver_management
0,post102,,1,"After updating my network driver, I can't connect to VPN anymore.",wifi_connectivity_troubleshooting_kit
0,post102,,1,"After updating my network driver, I can't connect to VPN anymore.",wifi_connectivity_troubleshooting_kit
0,post103,,1,My laptop doesn't auto reconnect to saved Wi-Fi networks after updating the driver.,wifi_connectivity_troubleshooting_kit
2,post103,,1,My laptop doesn't auto reconnect to saved Wi-Fi networks after updating the driver.,auto_save_wifi_reconnect
0,post104,,0,Ethernet driver update disables LAN sharing,lan_driver_update_disable
2,post104,,0,Ethernet driver update disables LAN sharing,wireless_driver_management
0,post104,,1,"Since updating my Ethernet driver, my PC can't share files over LAN.",wifi_connectivity_troubleshooting_kit
2,post104,,1,"Since updating my Ethernet driver, my PC can't share files over LAN.",lan_file_share_update
1,post104,,1,"Since updating my Ethernet driver, my PC can't share files over LAN.",lan_driver_update_tool
0,post105,,0,Network driver update causes limited connectivity,wifi_connectivity_troubleshooting_kit
1,post105,,0,Network driver update causes limited connectivity,network_driver_update_cluster
0,post105,,1,"After a network driver update, I get ‘limited connectivity’ on Wi-Fi.",wifi_connectivity_troubleshooting_kit
2,post105,,1,"After a network driver update, I get ‘limited connectivity’ on Wi-Fi.",wireless_driver_management
0,post106,,0,New network driver causes packet loss during streaming,wifi_connectivity_troubleshooting_kit
1,post106,,0,New network driver causes packet loss during streaming,network_driver_update_cluster
1,post106,,0,New network driver causes packet loss during streaming,network_driver_update_cluster
0,post107,,0,Network driver update breaks hotspot functionality,wifi_connectivity_troubleshooting_kit
1,post107,,0,Network driver update breaks hotspot functionality,network_driver_update_cluster
0,post107,,1,"After updating my Wi-Fi driver, my PC hotspot feature stopped working.",wifi_connectivity_troubleshooting_kit
1,post107,,1,"After updating my Wi-Fi driver, my PC hotspot feature stopped working.",network_driver_update_cluster
2,post107,,1,"After updating my Wi-Fi driver, my PC hotspot feature stopped working.",wireless_driver_management
0,post001,c001,2,VPNs often cause issues with specific sites. Try turning it off and check again.,vpn_troubleshooting_guide
2,post001,c001,2,VPNs often cause issues with specific sites. Try turning it off and check again.,vpn_troubleshooting_guide
1,post001,c001,2,VPNs often cause issues with specific sites. Try turning it off and check again.,sit_check
0,post002,c003,2,Your router might be too far or there could be walls blocking the signal. Consider adding a repeater or relocating the router.,signal_blocker
2,post002,c003,2,Your router might be too far or there could be walls blocking the signal. Consider adding a repeater or relocating the router.,signal_boost_station
0,post003,c004,2,Sounds like DNS problems. Try switching your DNS server to 8.8.8.8 or 1.1.1.1.,wifi_connectivity_troubleshooting_kit
2,post003,c004,2,Sounds like DNS problems. Try switching your DNS server to 8.8.8.8 or 1.1.1.1.,network_configuration_solutions
0,post004,c005,2,This often happens because of IP conflicts or DNS issues. Try reconnecting to the network.,wifi_connectivity_troubleshooting_kit
0,post005,c007,2,Physical obstacles or distance to router can degrade signal. Try moving back or using a repeater.,obstacle_distance_enhancer
1,post005,c007,2,Physical obstacles or distance to router can degrade signal. Try moving back or using a repeater.,router_obstacle_detector
0,post006,c010,2,"Sometimes routers have guest Wi-Fi isolation enabled, blocking internet.",guest_wifi_isolation_setup
1,post006,c010,2,"Sometimes routers have guest Wi-Fi isolation enabled, blocking internet.",wifi_isolation_guard
2,post006,c010,2,"Sometimes routers have guest Wi-Fi isolation enabled, blocking internet.",wireless_driver_management
0,post007,c011,2,"Try changing the VPN server or protocol, sometimes overloaded servers cause drops.",wifi_connectivity_troubleshooting_kit
1,post007,c011,2,"Try changing the VPN server or protocol, sometimes overloaded servers cause drops.",vpn_server_management_suite
0,post007,c012,2,Check if your firewall or antivirus is interfering with VPN connections.,wifi_connectivity_troubleshooting_kit
1,post007,c012,2,Check if your firewall or antivirus is interfering with VPN connections.,antivirus_interference_detection
0,post008,c013,2,Check for background updates or malware on your laptop.,device_security_patch
1,post008,c013,2,Check for background updates or malware on your laptop.,background_malware_update
2,post008,c013,2,Check for background updates or malware on your laptop.,secure_laptop_update
2,post008,c014,2,Try updating your network adapter drivers or resetting network settings.,wireless_driver_management
2,post008,c014,2,Try updating your network adapter drivers or resetting network settings.,wireless_driver_management
0,post010,c016,2,You might need to connect via VPN or check if firewall rules block access.,wifi_connectivity_troubleshooting_kit
2,post010,c016,2,You might need to connect via VPN or check if firewall rules block access.,vpn_connectivity_analyzer
0,post012,c018,2,Could be unstable Wi-Fi or MTU size issues. Try using wired connection.,wifi_connectivity_troubleshooting_kit
1,post012,c018,2,Could be unstable Wi-Fi or MTU size issues. Try using wired connection.,wifi_mtu_size_configuration_issue
0,post013,c019,2,Wi-Fi interference or poor signal can cause audio problems. Try switching bands or moving closer.,wifi_connectivity_troubleshooting_kit
1,post013,c019,2,Wi-Fi interference or poor signal can cause audio problems. Try switching bands or moving closer.,audio_signal_troubleshooter
0,post014,c020,2,Physical obstacles or distance to router can degrade signal. Try moving back or using a repeater.,obstacle_router
1,post014,c020,2,Physical obstacles or distance to router can degrade signal. Try moving back or using a repeater.,router_distance_degrade_analyzer
2,post015,c022,2,Try reconnecting the VPN or check your VPN profile and permissions.,vpn_connectivity_analyzer
2,post015,c022,2,Try reconnecting the VPN or check your VPN profile and permissions.,vpn_connectivity_analyzer
0,post016,c023,2,Overheating or firmware bugs could cause this. Check logs and update firmware.,firmware_bug_overheat_alert
1,post016,c023,2,Overheating or firmware bugs could cause this. Check logs and update firmware.,firmware_bug_log_update
2,post016,c023,2,Overheating or firmware bugs could cause this. Check logs and update firmware.,firmware_update_logger
0,post017,c024,2,Network congestion or ISP throttling during peak hours.,wifi_connectivity_troubleshooting_kit
1,post017,c024,2,Network congestion or ISP throttling during peak hours.,isp_congestion_control
0,post018,c025,2,Campus firewall might be blocking those domains.,campus_domain_firewall_blocker
1,post018,c025,2,Campus firewall might be blocking those domains.,campus_domain_blocker
0,post020,c027,2,Check if network discovery is enabled and firewall settings.,wifi_connectivity_troubleshooting_kit
2,post020,c027,2,Check if network discovery is enabled and firewall settings.,firewall_configuration_assistant
1,post024,c032,2,Microwaves cause 2.4GHz interference. Use 5GHz band if possible.,cardinal_microwave_interference
1,post024,c032,2,Microwaves cause 2.4GHz interference. Use 5GHz band if possible.,cardinal_microwave_interference
0,post025,c033,2,VPN server load or encryption overhead could be the cause.,wifi_connectivity_troubleshooting_kit
1,post025,c033,2,VPN server load or encryption overhead could be the cause.,secure_data_transmission_analyzer
2,post025,c033,2,VPN server load or encryption overhead could be the cause.,encryption_overhead_analysis
0,post027,c035,2,Dorm Wi-Fi might block certain sites or require VPN.,wifi_connectivity_troubleshooting_kit
1,post027,c035,2,Dorm Wi-Fi might block certain sites or require VPN.,vpn_connectivity_issues_cluster
0,post027,c035,2,Dorm Wi-Fi might block certain sites or require VPN.,wifi_connectivity_troubleshooting_kit
0,post029,c037,2,Try using VPN over port 443 or a different VPN protocol.,wifi_connectivity_troubleshooting_kit
2,post029,c037,2,Try using VPN over port 443 or a different VPN protocol.,vpn_connectivity_analyzer
0,post030,c038,2,Could be network congestion or router QoS settings limiting video traffic.,wifi_connectivity_troubleshooting_kit
1,post030,c038,2,Could be network congestion or router QoS settings limiting video traffic.,video_traffic_qos_limitation
2,post030,c038,2,Could be network congestion or router QoS settings limiting video traffic.,qos_router_configurator
2,post037,c046,2,Check if the Ethernet adapter has a static IP or custom DNS. Also try `ipconfig /release` and `ipconfig /renew` from Command Prompt.,network_configuration_solutions
2,post037,c046,2,Check if the Ethernet adapter has a static IP or custom DNS. Also try `ipconfig /release` and `ipconfig /renew` from Command Prompt.,network_configuration_solutions
2,post037,c046,2,Check if the Ethernet adapter has a static IP or custom DNS. Also try `ipconfig /release` and `ipconfig /renew` from Command Prompt.,network_configuration_solutions
2,post037,c046,2,Check if the Ethernet adapter has a static IP or custom DNS. Also try `ipconfig /release` and `ipconfig /renew` from Command Prompt.,network_configuration_solutions
0,post039,c048,2,Your VPN might be using full tunneling. Check if 'Use default gateway on remote network' is checked in adapter properties.,vpn_tunnel_verification
2,post039,c048,2,Your VPN might be using full tunneling. Check if 'Use default gateway on remote network' is checked in adapter properties.,vpn_connectivity_analyzer
2,post039,c048,2,Your VPN might be using full tunneling. Check if 'Use default gateway on remote network' is checked in adapter properties.,securenet_protocol
0,post040,c049,2,"Could be packet shaping or NIC driver issue. Try lowering OBS bitrate, and update your Ethernet driver from manufacturer’s site, not Windows Update.",wifi_connectivity_troubleshooting_kit
1,post040,c049,2,"Could be packet shaping or NIC driver issue. Try lowering OBS bitrate, and update your Ethernet driver from manufacturer’s site, not Windows Update.",network_driver_update_cluster
2,post040,c049,2,"Could be packet shaping or NIC driver issue. Try lowering OBS bitrate, and update your Ethernet driver from manufacturer’s site, not Windows Update.",wireless_driver_management
0,post041,c050,2,Try flushing DNS (`ipconfig /flushdns`) and switching to 8.8.8.8. Some antivirus apps also block domains — try disabling temporarily.,wifi_connectivity_troubleshooting_kit
1,post041,c050,2,Try flushing DNS (`ipconfig /flushdns`) and switching to 8.8.8.8. Some antivirus apps also block domains — try disabling temporarily.,antivirus_interference_detection
2,post041,c050,2,Try flushing DNS (`ipconfig /flushdns`) and switching to 8.8.8.8. Some antivirus apps also block domains — try disabling temporarily.,network_configuration_solutions
0,post043,c052,2,Sounds like malware or a domain policy. Try checking the 'Internet Settings' in Group Policy Editor and scan with Malwarebytes.,malware_domain_security_check
1,post043,c052,2,Sounds like malware or a domain policy. Try checking the 'Internet Settings' in Group Policy Editor and scan with Malwarebytes.,internet_settings_checker
0,post044,c053,2,Try forgetting the network and reconnecting. Also check if your MAC address is blocked or if there's a captive portal you’re missing.,wifi_connectivity_troubleshooting_kit
2,post044,c053,2,Try forgetting the network and reconnecting. Also check if your MAC address is blocked or if there's a captive portal you’re missing.,captive_network_forgetting
2,post045,c054,2,Try resetting the Drive app and clearing cached credentials. Also verify that TLS settings are enabled under Internet Options > Advanced.,drive_tls_reset_settings_enable
0,post047,c056,2,Sounds like a captive portal or IP conflict. Try opening a non-https site or disconnect/reconnect to force login.,nonhttps_disconnect_reconnect
0,post047,c056,2,Sounds like a captive portal or IP conflict. Try opening a non-https site or disconnect/reconnect to force login.,wifi_connectivity_troubleshooting_kit
1,post047,c056,2,Sounds like a captive portal or IP conflict. Try opening a non-https site or disconnect/reconnect to force login.,conflict_portal_resolver
